City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Sexsmith,CA,55.35,-118.786,67.35,40,75,18.41,broken clouds
346,Nabire,ID,-3.3667,135.4833,84.88,69,88,4.72,overcast clouds
347,Fortuna,US,40.5982,-124.1573,66.92,74,0,1.99,clear sky
348,Hambantota,LK,6.1241,81.1185,77.34,100,40,3.44,heavy intensity rain
349,Ravar,IR,31.2656,56.8055,87.89,14,100,2.75,overcast clouds
350,Talnakh,RU,69.4865,88.3972,54.21,49,66,13.13,broken clouds
351,Lensk,RU,60.7253,114.9278,73.94,44,89,4.76,overcast clouds
352,Naantali,FI,60.4674,22.0243,59.11,93,0,3.44,clear sky
353,Roebourne,AU,-20.7833,117.1333,74.25,22,0,13.85,clear sky
354,Jackson,US,42.4165,-122.8345,89.47,30,0,11.5,clear sky
355,Menongue,AO,-14.6585,17.691,48.69,52,0,4.18,clear sky
356,Jashpurnagar,IN,22.9,84.15,80.35,69,41,14.92,scattered clouds
357,Podor,MR,16.6527,-14.9587,78.6,68,58,16.15,broken clouds
358,Kushiro,JP,42.975,144.3747,70.75,88,75,3.44,broken clouds
359,Ixtapa,MX,20.7,-105.2,85.23,70,100,11.5,thunderstorm
360,Gaya,IN,24.7833,85.0,87.71,70,20,4.61,haze
361,San Jeronimo,PE,-11.9472,-75.2829,46.63,84,26,2.55,scattered clouds
362,Trincomalee,LK,8.5711,81.2335,84.06,70,100,20.42,overcast clouds
363,Bolanos De Calatrava,ES,38.9069,-3.6635,81.68,32,6,8.03,clear sky
364,Farah,AF,32.5,62.5,80.11,14,0,5.53,clear sky
365,Bathsheba,BB,13.2167,-59.5167,83.01,89,40,20.71,scattered clouds
366,Isabela,PH,6.7085,121.9711,80.65,62,23,5.14,light rain
367,Taltal,CL,-25.4,-70.4833,57.25,67,0,2.64,clear sky
368,Yerbogachen,RU,61.2767,108.0108,69.24,61,82,8.01,broken clouds
369,Elizabeth City,US,36.2946,-76.2511,68.02,98,100,9.57,overcast clouds
370,Manjacaze,MZ,-24.7117,33.8828,60.96,81,0,8.16,clear sky
371,Pokhara,NP,28.2333,83.9833,80.98,75,61,3.56,broken clouds
372,Aracati,BR,-4.5617,-37.7697,76.14,78,8,10.33,clear sky
373,Portland,US,45.5234,-122.6762,79.63,51,20,12.66,few clouds
374,Manzil Salim,TN,35.8567,8.4765,68.09,54,0,1.39,clear sky
375,Fuxin,CN,42.0156,121.6589,84.47,49,0,6.58,clear sky
376,Warmbad,NA,-28.45,18.7333,44.83,84,0,1.95,clear sky
377,Punjai Puliyampatti,IN,11.35,77.2,74.44,72,99,7.0,overcast clouds
378,Svay Rieng,KH,11.0879,105.7993,78.49,82,100,9.62,overcast clouds
379,Te Anau,NZ,-45.4167,167.7167,39.13,67,100,0.47,overcast clouds
380,Hernani,ES,43.2662,-1.9762,66.85,86,0,4.61,clear sky
381,Ugoofaaru,MV,5.6667,73.0,81.3,79,100,12.15,overcast clouds
382,Huescar,ES,37.811,-2.5412,65.12,44,8,3.0,clear sky
383,Gusau,NG,12.1628,6.6614,75.63,80,38,7.65,scattered clouds
384,Tala,EG,30.6803,30.9429,69.57,84,0,4.34,clear sky
385,Taiobeiras,BR,-15.8078,-42.2331,59.97,80,87,4.36,overcast clouds
386,Straumen,NO,63.8709,11.2999,42.8,87,18,3.42,few clouds
387,Bundaberg,AU,-24.85,152.35,69.22,51,0,5.01,clear sky
388,Umm Lajj,SA,25.0213,37.2685,82.18,78,100,0.65,overcast clouds
389,Tshane,BW,-24.0196,21.8684,45.45,48,0,7.14,clear sky
390,Sao Joao Da Barra,BR,-21.6403,-41.0511,70.83,86,26,11.7,scattered clouds
391,Buraydah,SA,26.326,43.975,82.85,14,81,7.43,broken clouds
392,Blackfoot,US,43.1905,-112.345,83.21,20,0,13.29,clear sky
393,Torbay,CA,47.6666,-52.7314,57.58,78,20,16.11,few clouds
394,Nioro,GM,13.35,-15.75,77.81,87,100,5.66,overcast clouds
395,Leh,IN,34.1667,77.5833,63.23,52,4,8.01,clear sky
396,Sladkovo,RU,55.5284,70.3385,73.31,76,52,7.67,light rain
397,Three Hills,CA,51.7001,-113.2686,71.67,55,51,4.61,broken clouds
398,Mao,ES,39.8885,4.2658,72.16,88,0,4.61,clear sky
399,Doha,QA,25.2867,51.5333,91.71,82,20,8.05,few clouds
400,Qaanaaq,GL,77.484,-69.3632,39.85,95,100,2.86,overcast clouds
401,Prince Rupert,CA,54.3161,-130.3201,55.49,94,100,25.32,mist
402,Evensk,RU,61.95,159.2333,62.98,63,28,10.38,scattered clouds
403,Hofn,IS,64.2539,-15.2082,50.61,89,77,9.69,broken clouds
404,Saint-Augustin,CA,51.226,-58.6502,52.0,81,63,2.28,broken clouds
405,Hithadhoo,MV,-0.6,73.0833,82.45,70,100,4.74,overcast clouds
406,Nouadhibou,MR,20.931,-17.0347,67.98,100,100,3.44,fog
407,Maltahohe,NA,-24.8333,16.9833,38.97,75,0,5.97,clear sky
408,Ambovombe,MG,-25.1667,46.0833,61.52,79,0,6.42,clear sky
409,La Asuncion,VE,11.0333,-63.8628,87.53,66,100,9.22,overcast clouds
410,Puerto Baquerizo Moreno,EC,-0.9,-89.6,70.47,80,54,11.74,broken clouds
411,Iqaluit,CA,63.7506,-68.5145,47.93,76,40,3.44,scattered clouds
412,Ibia,BR,-19.4783,-46.5389,54.91,60,80,5.01,broken clouds
413,Shirwal,IN,18.1333,73.9833,72.16,90,100,8.72,overcast clouds
414,Faanui,PF,-16.4833,-151.75,78.31,76,23,16.33,light rain
415,Shikohabad,IN,27.1,78.6,97.34,37,3,6.82,clear sky
416,Khandyga,RU,62.6667,135.6,79.88,53,99,13.09,overcast clouds
417,Lakatoro,VU,-16.0999,167.4164,83.71,68,12,10.2,few clouds
418,Romny,UA,50.751,33.4747,61.63,97,100,4.81,overcast clouds
419,Yatou,CN,37.15,122.3833,80.8,72,50,8.59,scattered clouds
420,Imbituba,BR,-28.24,-48.6703,66.85,98,100,14.0,overcast clouds
421,Altamont,US,42.2068,-121.7372,84.88,22,0,16.11,clear sky
422,Bardiyah,LY,31.7561,25.0865,74.8,72,0,12.88,clear sky
423,Johnstown,US,40.3267,-78.922,70.57,76,0,8.05,clear sky
424,Sisimiut,GL,66.9395,-53.6735,41.58,83,74,8.1,broken clouds
425,Fort Nelson,CA,58.8053,-122.7002,71.19,46,40,3.44,scattered clouds
426,Chabahar,IR,25.2919,60.643,84.11,83,100,5.88,overcast clouds
427,Chichica,PA,8.4922,-82.1627,76.35,98,100,2.3,overcast clouds
428,Siguiri,GN,11.6667,-9.5,73.69,89,79,3.49,light rain
429,Port Hardy,CA,50.6996,-127.4199,68.18,60,75,12.66,broken clouds
430,Ibotirama,BR,-12.1853,-43.2206,69.26,61,0,3.83,clear sky
431,Eureka,US,40.8021,-124.1637,67.19,74,2,1.99,clear sky
432,Ust-Kuyga,RU,70.0167,135.6,75.9,34,100,5.88,overcast clouds
433,San Julian,MX,21.0167,-102.1667,71.01,42,99,2.51,overcast clouds
434,Rudbar,AF,30.15,62.6,88.72,15,3,10.92,clear sky
435,Oga,IT,46.4631,10.347,53.69,87,0,3.87,clear sky
436,Russell,US,32.3502,-85.1999,81.63,94,0,0.0,clear sky
437,Lysa Hora,UA,48.1706,31.1099,59.83,68,100,11.43,overcast clouds
438,Paluan,PH,13.416,120.4623,84.79,72,100,5.23,overcast clouds
439,Half Moon Bay,US,37.4636,-122.4286,84.11,77,100,14.97,fog
440,Lattes,FR,43.5675,3.9046,74.41,55,0,3.44,clear sky
441,Palasa,IN,18.7667,84.4167,83.23,79,100,1.28,overcast clouds
442,Sokolo,ML,14.7328,-6.1219,87.91,50,98,11.3,overcast clouds
443,Lodja,CD,-3.4833,23.4333,67.51,44,53,0.43,broken clouds
444,Diego De Almagro,CL,-26.3667,-70.05,46.96,72,2,3.87,clear sky
445,Muros,ES,42.7762,-9.0603,64.17,91,2,2.35,clear sky
446,Sarangani,PH,5.4033,125.4636,83.26,72,93,10.65,overcast clouds
447,Paka,MY,4.6374,103.4368,82.33,89,20,2.3,few clouds
448,Kalnibolotskaya,RU,46.0058,40.4568,70.27,83,100,8.9,overcast clouds
449,Porto Novo,BJ,6.4965,2.6036,76.82,90,99,6.11,light rain
450,Bonavista,CA,48.6499,-53.1147,54.36,83,66,13.69,broken clouds
451,Ayan,RU,56.45,138.1667,56.88,97,100,10.65,overcast clouds
452,Seymchan,RU,62.8833,152.4333,89.42,33,59,13.22,broken clouds
453,Sambava,MG,-14.2667,50.1667,68.32,83,53,12.48,light rain
454,Tecoanapa,MX,16.5167,-98.75,80.71,83,88,3.67,overcast clouds
455,Sal Rei,CV,16.1833,-22.9167,73.2,85,13,9.82,few clouds
456,Tura,IN,25.5198,90.2201,83.98,72,48,5.3,scattered clouds
457,Nanortalik,GL,60.1432,-45.2371,41.27,89,16,5.57,few clouds
458,Sinnamary,GF,5.3833,-52.95,76.91,86,100,5.48,overcast clouds
459,Rosetta,EG,31.4044,30.4164,75.79,71,0,13.96,clear sky
460,Pundaguitan,PH,6.3711,126.1689,83.95,73,100,13.33,overcast clouds
461,Sakakah,SA,29.9697,40.2064,80.17,32,15,8.95,few clouds
462,Mardan,PK,34.2019,72.0525,81.3,79,83,7.05,broken clouds
463,Kawalu,ID,-7.3817,108.2082,81.27,68,89,4.74,overcast clouds
464,Aquiraz,BR,-3.9014,-38.3911,78.89,87,39,10.98,scattered clouds
465,Timra,SE,62.487,17.3257,55.67,82,75,9.22,broken clouds
466,Puerto Parra,CO,6.6515,-74.0573,82.56,98,97,2.57,overcast clouds
467,Byron Bay,AU,-28.65,153.6167,64.94,68,98,13.98,overcast clouds
468,Concarneau,FR,47.875,-3.9225,65.19,62,1,9.64,clear sky
469,Qaqortoq,GL,60.7167,-46.0333,41.85,88,29,1.28,scattered clouds
470,Solnechnyy,RU,50.7214,136.6319,81.93,41,98,5.14,overcast clouds
471,Sampit,ID,-2.5333,112.95,87.19,63,100,2.66,overcast clouds
472,Yarmouth,US,41.7057,-70.2286,68.0,77,0,4.61,clear sky
473,Nuuk,GL,64.1835,-51.7216,38.88,100,100,8.01,mist
474,Coruripe,BR,-10.1256,-36.1756,72.99,85,79,13.65,broken clouds
475,Cabo San Lucas,MX,22.8909,-109.9124,97.9,40,0,17.27,clear sky
476,Venado Tuerto,AR,-33.7456,-61.9688,51.76,37,85,10.49,overcast clouds
477,Sozimskiy,RU,59.7418,52.2482,69.96,77,16,3.78,few clouds
478,Noumea,NC,-22.2763,166.4572,75.99,99,47,22.93,light rain
479,Matay,EG,28.419,30.7792,76.44,59,0,14.29,clear sky
480,Kirakira,SB,-10.4544,161.9205,83.77,72,13,5.39,few clouds
481,Morro Bay,US,35.3658,-120.8499,69.24,57,25,4.0,scattered clouds
482,Brokopondo,SR,4.75,-55.1667,76.32,89,100,6.93,heavy intensity rain
483,Kaputa,ZM,-8.4689,29.6619,62.26,57,33,1.45,scattered clouds
484,Lienz,AT,46.8289,12.769,59.18,93,21,4.79,few clouds
485,Adre,TD,13.4667,22.2,77.77,48,59,7.18,broken clouds
486,Klaksvik,FO,62.2266,-6.589,52.72,96,100,19.64,light rain
487,Jieshi,CN,22.8134,115.8257,84.99,75,96,4.36,overcast clouds
488,Aguilas,ES,37.4063,-1.5829,76.1,59,0,4.47,clear sky
489,Longkou,CN,37.6508,120.3286,78.08,83,54,9.89,broken clouds
490,Yaan,NG,7.3833,8.5667,70.93,97,97,7.05,overcast clouds
491,Tabou,CI,4.423,-7.3528,74.48,80,45,5.37,scattered clouds
492,Belyy Yar,RU,53.6039,91.3903,75.85,60,0,6.71,clear sky
493,Pasighat,IN,28.0667,95.3333,83.77,84,95,0.76,overcast clouds
494,Narrabri,AU,-30.3167,149.7833,61.52,61,11,4.0,few clouds
495,Varhaug,NO,58.6147,5.6457,53.15,80,15,13.76,few clouds
496,Uribia,CO,11.7139,-72.266,81.5,73,90,20.15,overcast clouds
497,Saint Anthony,US,45.0205,-93.218,82.29,80,40,6.91,scattered clouds
498,Colares,PT,38.7992,-9.4469,70.79,58,35,10.0,scattered clouds
499,Leningradskiy,RU,69.3833,178.4167,40.68,77,99,12.88,overcast clouds
500,Goderich,CA,43.7501,-81.7165,67.91,67,3,2.3,clear sky
501,Tecpan,GT,14.7623,-90.9947,52.27,95,100,3.98,overcast clouds
502,Akdepe,TM,42.0551,59.3788,77.09,33,0,10.36,clear sky
503,Volchikha,RU,52.0333,80.3833,77.36,46,2,11.5,clear sky
504,Tabriz,IR,38.08,46.2919,78.26,29,0,11.5,clear sky
505,Hovd,MN,48.0056,91.6419,67.82,33,2,2.93,clear sky
506,Port Lincoln,AU,-34.7333,135.8667,59.4,65,96,10.45,overcast clouds
507,Sistranda,NO,63.7256,8.834,48.16,77,82,6.02,broken clouds
508,Leeuwarden,NL,53.2014,5.8086,61.0,95,75,5.75,broken clouds
509,Srivardhan,IN,18.0333,73.0167,79.43,84,100,19.33,overcast clouds
510,Grand Gaube,MU,-20.0064,57.6608,70.2,75,14,8.01,light rain
511,Tondela,PT,40.5167,-8.0833,57.58,66,0,2.93,clear sky
512,Muscat,OM,23.6139,58.5922,86.02,76,100,4.41,overcast clouds
513,Teya,RU,60.3778,92.6267,63.27,45,4,9.37,clear sky
514,Fagernes,NO,60.9858,9.2324,51.91,78,100,2.64,light rain
515,Tabas,IR,33.5959,56.9244,91.71,13,0,1.12,clear sky
516,Aboso,GH,5.3617,-1.9473,71.02,94,78,2.57,broken clouds
517,Fort-Shevchenko,KZ,44.5086,50.263,84.72,30,8,16.64,clear sky
518,Tsabong,BW,-26.0217,22.401,45.57,73,0,9.51,clear sky
519,Bathurst,AU,-33.4166,149.5806,57.83,60,99,1.01,overcast clouds
520,Flin Flon,CA,54.7682,-101.865,67.93,47,29,5.93,scattered clouds
521,Bijie,CN,27.3125,105.2942,76.33,71,7,17.56,clear sky
522,Bontang,ID,0.1333,117.5,84.83,68,32,4.16,scattered clouds
523,Gvarv,NO,59.3875,9.1737,53.58,73,73,3.58,broken clouds
524,General Roca,AR,-39.0333,-67.5833,40.62,65,89,15.01,overcast clouds
525,Shimoda,JP,34.6667,138.95,87.1,81,94,5.95,overcast clouds
526,Sturovo,SK,47.7949,18.7175,58.08,89,30,4.34,scattered clouds
527,Okhotsk,RU,59.3833,143.3,63.28,73,94,11.63,overcast clouds
528,Juneau,US,58.3019,-134.4197,56.21,97,100,3.44,light rain
529,Coffs Harbour,AU,-30.3,153.1333,64.36,63,40,19.57,scattered clouds
530,Saldanha,ZA,-33.0117,17.9442,46.45,80,59,7.67,broken clouds
531,Poum,NC,-20.2333,164.0167,76.6,80,45,22.26,scattered clouds
532,Borzya,RU,50.3833,116.5167,70.57,44,53,10.36,broken clouds
533,Lerwick,GB,60.1545,-1.1494,53.6,93,100,10.78,overcast clouds
534,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,74.17,83,32,11.16,scattered clouds
535,Tynda,RU,55.1667,124.7167,59.99,93,100,4.18,light rain
536,Bhavnagar,IN,21.7667,72.15,80.55,83,100,9.42,moderate rain
537,Shitanjing,CN,39.2342,106.3439,68.22,59,100,6.31,overcast clouds
538,Kijang,KR,35.2442,129.2139,80.33,96,100,0.72,moderate rain
539,Hirado,JP,33.3597,129.5531,91.38,83,74,14.79,broken clouds
540,Peleduy,RU,59.6289,112.7406,72.07,48,67,6.24,broken clouds
541,Maceio,BR,-9.6658,-35.7353,74.64,78,75,6.91,broken clouds
542,Ola,RU,59.5833,151.2833,86.14,80,33,7.87,scattered clouds
543,Mbini,GQ,1.574,9.6134,73.27,79,97,6.58,overcast clouds
544,Rincon,US,32.296,-81.2354,78.85,94,100,0.0,overcast clouds
545,Pryozerne,UA,45.2698,36.3303,67.68,89,81,11.7,broken clouds
546,Colac,AU,-38.3333,143.5833,52.18,59,100,11.97,overcast clouds
547,Severodvinsk,RU,64.5635,39.8302,64.51,88,97,7.2,overcast clouds
548,Corinth,GR,37.9407,22.9573,71.89,63,0,4.34,clear sky
549,Perafita,PT,41.1825,-8.2545,58.23,62,0,1.99,clear sky
550,Novikovo,RU,51.1537,37.8879,70.2,53,100,5.53,overcast clouds
551,Hami,CN,42.8,93.45,88.48,15,42,9.37,scattered clouds
552,Manoel Urbano,BR,-8.8389,-69.2597,75.24,84,73,3.56,broken clouds
553,Rodrigues Alves,BR,-7.738,-72.6509,72.86,91,100,3.24,overcast clouds
554,Villa Carlos Paz,AR,-31.4241,-64.4978,54.39,19,100,3.0,overcast clouds
555,Kununurra,AU,-15.7667,128.7333,73.38,21,15,10.36,few clouds
556,Longyearbyen,SJ,78.2186,15.6401,44.44,81,75,13.8,broken clouds
557,Asau,RO,46.4333,26.4,56.32,90,92,3.42,overcast clouds
558,Olinda,BR,-8.0089,-34.8553,74.93,83,40,6.91,scattered clouds
559,Zhigansk,RU,66.7697,123.3711,66.34,48,100,14.16,overcast clouds
560,Abu Kamal,SY,34.4506,40.9171,78.69,38,0,11.63,clear sky
561,Tshikapa,CD,-6.4167,20.8,65.98,37,24,2.1,few clouds
562,Kampene,CD,-3.6,26.6667,67.15,58,66,2.66,broken clouds
563,Oktyabrskoye,RU,43.0645,44.7417,66.34,88,22,6.71,few clouds
564,Rafiganj,IN,24.8167,84.65,87.94,52,6,11.99,clear sky
565,Vuktyl,RU,63.8567,57.3094,71.94,47,28,2.24,scattered clouds
566,Visnes,NO,59.3556,5.2242,55.45,82,20,10.36,few clouds
567,Sovetskiy,RU,61.3614,63.5842,73.11,47,32,5.48,scattered clouds
568,Hay River,CA,60.8156,-115.7999,69.78,60,75,5.75,broken clouds
569,Sri Aman,MY,1.2376,111.4621,84.25,84,20,1.14,few clouds
570,Dwarka,IN,22.2394,68.9678,81.86,84,100,21.61,overcast clouds
571,Yumen,CN,40.2833,97.2,79.77,20,42,5.66,scattered clouds
572,Alyangula,AU,-13.8483,136.4192,74.37,62,32,6.71,scattered clouds
573,Maldonado,UY,-34.6667,-54.9167,53.22,99,100,5.08,moderate rain
574,Iquique,CL,-20.2208,-70.1431,60.84,81,98,2.48,overcast clouds
575,Marsa Matruh,EG,31.3525,27.2453,77.2,73,40,9.22,scattered clouds
576,Praia Da Vitoria,PT,38.7333,-27.0667,66.45,88,75,6.78,broken clouds
577,Mitsamiouli,KM,-11.3847,43.2844,75.27,66,2,10.83,clear sky
578,Sungaipenuh,ID,-2.0833,101.3833,73.04,79,100,1.95,overcast clouds
579,Khash,IR,28.2211,61.2158,82.44,17,99,11.18,overcast clouds
580,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,65.86,42,6,6.71,clear sky
581,Lai,TD,9.3952,16.2989,73.47,85,100,4.92,overcast clouds
582,Linhares,BR,-19.3911,-40.0722,66.33,93,42,0.85,scattered clouds
583,Veraval,IN,20.9,70.3667,81.68,84,100,20.4,overcast clouds
584,Kangaatsiaq,GL,68.3065,-53.4641,38.53,83,100,4.63,overcast clouds
585,La Roda,ES,39.2167,-2.15,75.9,47,0,10.87,clear sky
586,Saint-Leu,RE,-21.15,55.2833,68.32,66,17,2.44,few clouds
587,Caconda,AO,-13.7333,15.0667,52.05,49,0,1.77,clear sky
588,Celestun,MX,20.8667,-90.4,81.34,74,70,13.15,broken clouds
589,Westport,US,41.1415,-73.3579,71.15,67,0,1.01,clear sky
590,Urubamba,PE,-13.3047,-72.1158,52.7,89,77,4.56,broken clouds
591,Duayaw Nkwanta,GH,7.1724,-2.1028,67.95,99,100,3.67,overcast clouds
592,Mount Gambier,AU,-37.8333,140.7667,49.78,76,100,10.65,light rain
593,Shanghai,CN,31.2222,121.4581,89.46,66,0,2.24,clear sky
594,Nome,US,64.5011,-165.4064,67.15,72,0,12.66,clear sky
595,Yen Bai,VN,21.7,104.8667,89.82,63,39,2.33,scattered clouds
596,Zeya,RU,53.75,127.2667,76.89,52,18,8.46,light rain
597,Mayumba,GA,-3.432,10.6554,67.53,89,12,1.68,few clouds
598,Broken Hill,AU,-31.95,141.4333,55.81,35,100,10.85,overcast clouds
599,Viedma,AR,-40.8135,-62.9967,45.54,68,64,21.7,broken clouds
600,Palana,RU,59.1167,159.9667,61.77,69,77,4.68,broken clouds
601,Yashkul,RU,46.1711,45.3435,81.64,39,91,13.87,overcast clouds
602,Buala,SB,-8.145,159.5921,84.49,68,86,6.26,overcast clouds
603,Olafsvik,IS,64.8945,-23.7142,50.43,95,100,8.72,overcast clouds
604,Sunbury,AU,-37.5833,144.7333,58.46,59,75,20.71,broken clouds
605,Mayo,US,38.8876,-76.5119,73.35,83,0,10.36,clear sky
606,Gravdal,NO,68.1214,13.5031,51.44,92,85,10.38,overcast clouds
607,Chicama,PE,-7.8447,-79.1469,59.54,83,23,7.43,few clouds
608,Caravelas,BR,-17.7125,-39.2481,69.35,84,2,3.62,clear sky
609,Ladario,BR,-19.0047,-57.6017,74.73,45,64,3.6,broken clouds
610,San Miguel,SV,13.4833,-88.1833,80.26,100,75,5.75,broken clouds
611,Buin,CL,-33.7333,-70.75,48.74,93,100,2.46,light rain
612,Yangambi,CD,0.8102,24.4336,74.39,74,96,2.37,overcast clouds
613,North Platte,US,41.1239,-100.7654,87.69,68,0,13.8,heavy intensity rain
614,Laguna,US,38.421,-121.4238,100.38,21,0,13.8,clear sky
615,Emerald,AU,-23.5333,148.1667,62.35,47,0,10.6,clear sky
616,Tucuman,AR,-26.8241,-65.2226,55.4,67,40,2.3,scattered clouds
617,Aguimes,ES,27.9054,-15.4461,80.65,61,0,20.71,clear sky
618,Afrikanda,RU,67.4429,32.7828,56.07,92,100,3.62,light rain
619,Kenitra,MA,34.261,-6.5802,61.56,68,0,4.41,clear sky
620,Manicore,BR,-5.8092,-61.3003,76.95,94,0,0.0,clear sky
621,Kutum,SD,14.2,24.6667,78.04,48,89,7.43,overcast clouds
622,Lasa,IT,46.6166,10.7002,54.36,83,2,4.94,clear sky
623,Nara,JP,34.6851,135.8049,88.97,48,100,4.16,overcast clouds
624,Pimentel,PE,-6.8367,-79.9342,62.35,86,53,12.64,broken clouds
625,Kidal,ML,18.4411,1.4078,87.66,42,37,11.3,scattered clouds
626,Banjar,ID,-8.19,114.9675,82.65,76,96,2.33,overcast clouds
627,Rio Grande,BR,-32.035,-52.0986,66.94,87,89,10.25,light rain
628,Luderitz,NA,-26.6481,15.1594,54.28,71,0,10.87,clear sky
629,Perbaungan,ID,3.5679,98.956,78.91,68,100,0.92,light rain
630,Madera,US,37.1666,-119.8343,96.89,19,0,5.37,clear sky
631,Nizhnyaya Omka,RU,55.4338,74.9426,74.43,74,30,8.32,scattered clouds
632,Namatanai,PG,-3.6667,152.4333,82.98,74,100,8.55,light rain
633,Manbij,SY,36.5281,37.9549,70.03,85,0,18.5,clear sky
634,Guaruja,BR,-23.9931,-46.2564,69.89,26,53,3.78,broken clouds
635,Ruston,US,32.5232,-92.6379,79.59,89,40,0.0,scattered clouds
636,De Aar,ZA,-30.6497,24.0123,42.58,100,100,5.75,light intensity drizzle
637,Joshimath,IN,30.5667,79.5667,75.18,79,76,3.8,broken clouds
638,La Ronge,CA,55.1001,-105.2842,70.05,46,75,11.5,broken clouds
639,Sao Goncalo Do Amarante,BR,-3.6072,-38.9683,77.13,88,97,5.64,overcast clouds
640,Hatsukaichi,JP,34.35,132.3333,82.35,75,100,5.3,overcast clouds
641,Sarh,TD,9.1429,18.3923,78.71,89,20,6.91,few clouds
642,Plesetsk,RU,62.708,40.2916,62.89,96,70,4.79,broken clouds
643,Willowmore,ZA,-33.2926,23.4895,41.76,92,5,3.2,clear sky
644,Quthing,LS,-30.4,27.7003,41.72,84,96,5.59,overcast clouds
645,Gimbi,ET,9.1667,35.8333,54.39,97,100,2.77,overcast clouds
646,Yorosso,ML,12.3536,-4.7761,75.25,81,82,11.36,broken clouds
647,Batemans Bay,AU,-35.7167,150.1833,56.1,52,87,2.84,overcast clouds
648,Araouane,ML,18.9048,-3.5265,95.56,13,22,6.11,few clouds
649,Hokitika,NZ,-42.7167,170.9667,53.19,64,100,9.42,moderate rain
650,Nsanje,MW,-16.92,35.262,63.55,88,81,3.04,broken clouds
651,Mackay,AU,-21.15,149.2,61.03,66,9,8.23,clear sky
652,Khani,GE,41.9563,42.9566,60.37,97,86,1.5,overcast clouds
653,Curitibanos,BR,-27.2828,-50.5844,53.04,89,100,3.67,overcast clouds
654,Tikrit,IQ,34.6071,43.6782,84.81,22,0,16.96,clear sky
655,Delvine,AL,39.9511,20.0978,70.79,55,75,4.14,broken clouds
656,Olga,RU,43.7444,135.2892,73.83,69,100,6.98,light rain
657,Poltavka,RU,54.3663,71.7632,74.86,69,77,8.63,broken clouds
658,Mongoumba,CF,3.6415,18.5936,69.3,98,94,2.06,light rain
659,Bethanien,NA,-26.502,17.1583,40.23,86,0,4.07,clear sky
660,Taupo,NZ,-38.6833,176.0833,47.71,89,100,8.16,light rain
661,Bella Vista,US,36.4295,-94.2316,84.81,66,0,3.44,clear sky
662,Kalmunai,LK,7.4167,81.8167,83.79,60,100,6.46,overcast clouds
663,Dicabisagan,PH,17.0818,122.4157,88.03,67,21,5.19,few clouds
664,Ankola,IN,14.6667,74.3,78.62,86,100,17.09,moderate rain
665,Murakami,JP,38.2333,139.4833,82.29,55,100,5.37,overcast clouds
666,Srandakan,ID,-7.9386,110.2506,82.69,73,58,13.0,broken clouds
667,Christchurch,NZ,-43.5333,172.6333,46.42,73,100,2.3,overcast clouds
668,Mecca,SA,21.4267,39.8261,85.35,26,92,5.73,overcast clouds
669,Tateyama,JP,34.9833,139.8667,79.27,81,88,3.89,overcast clouds
670,Nador,MA,35.174,-2.9287,73.65,83,40,2.3,scattered clouds
671,Nexo,DK,55.0607,15.1306,57.29,72,26,16.17,scattered clouds
672,Marsaxlokk,MT,35.8419,14.5431,76.08,83,20,5.75,few clouds
673,Holme,DK,56.1138,10.1725,49.57,90,36,7.02,scattered clouds
674,Muromtsevo,RU,56.3724,75.2418,74.46,73,32,8.7,scattered clouds
